id_produit,nom_produit,marque,categorie,sous_categorie,type_emballage,poids_net,volume,energie_kcal,energie_kj,lipides,acides_gras_satures,acides_gras_mono_insatures,acides_gras_poly_insatures,cholesterol,glucides,sucres,amidon,fibres_alimentaires,proteines,sel,sodium,calcium,fer,magnesium,zinc,vitamine_a,vitamine_c,vitamine_d,vitamine_b1,vitamine_b2,vitamine_b3,vitamine_b6,vitamine_b12,vitamine_e,vitamine_k,omega_3,omega_6,ingredients,additifs,allergenes,certifications,pays_origine,lieu_fabrication,instructions_conservation,mode_preparation,date_expiration,code_barres,site_internet_marque,service_client_contact
2178,Nestlé standard,Nestlé,Confiseries,Standard,Bouteille verre,404g,,235.8 kcal,950.5 kJ,,0.7g,15.0g,5.6g,56.0mg,5.7g,,5.7g,,6.0g,0.6g,,,,74.6mg,4.5mg,282.9µg,,,0.8mg,1.2mg,7.2mg,1.2mg,1.2µg,4.7mg,,0.3g,,"Ingrédient49 (35.3%), Ingrédient6 (20.0%), Ingrédient28 (3.4%)",,,"Végan, AB",Grèce,Pays-Bas,À conserver au congélateur à -18°C,Cuire à l'eau bouillante pendant 10 minutes,24/8/2025,9544988565082,www.nestlé.com,contact@nestlé.com
2179,Le standard Maggi,Maggi,Confiseries,Standard,Boîte carton,251g,,,2073.3 kJ,28.4g,7.5g,5.3g,,16.8mg,79.3g,8.5g,18.8g,14.4g,1.5g,4.4g,628.6mg,77.8mg,9.1mg,,,152.7µg,,1.3µg,0.3mg,1.6mg,,,2.1µg,1.2mg,,1.8g,9.6g,"Ingrédient29 (12.0%), Ingrédient40 (7.3%), Ingrédient1 (44.4%), Ingrédient5 (24.4%), Ingrédient10 (22.6%), Ingrédient32 (27.6%), Ingrédient18 (36.5%), Ingrédient16 (14.6%), Ingrédient40 (47.5%)",E300,,,Suisse,Grèce,À conserver au congélateur à -18°C,Cuire à l'eau bouillante pendant 10 minutes,5/2/2025,7136645990076,www.maggi.com,contact@maggi.com
2180,Le viande Panzani,Panzani,Conserves,Viande,Bouteille plastique,763g,,468.0 kcal,2328.8 kJ,11.9g,0.1g,,,,43.2g,19.7g,14.6g,12.3g,,0.9g,118.6mg,386.2mg,9.1mg,81.6mg,2.2mg,,75.3mg,,0.0mg,,11.1mg,,1.2µg,13.9mg,49.6µg,0.2g,3.9g,"Ingrédient17 (46.9%), Ingrédient22 (24.4%), Ingrédient48 (25.5%), Ingrédient27 (47.2%), Ingrédient20 (9.2%), Ingrédient28 (2.6%)","E330, E102, E415, E500",,IGP,Pays-Bas,Pays-Bas,À conserver au congélateur à -18°C,À réchauffer 3 minutes au micro-ondes,20/7/2025,1413664390378,www.panzani.com,contact@panzani.com
2181,Le fruits de mer Panzani,Panzani,Poissons,Fruits de mer,Film plastique,,1.7L,378.4 kcal,1758.2 kJ,16.0g,5.4g,6.1g,6.8g,21.1mg,,37.8g,25.0g,14.3g,18.5g,2.0g,221.8mg,68.1mg,1.2mg,,2.8mg,952.1µg,18.9mg,11.6µg,0.9mg,,9.1mg,0.2mg,4.2µg,13.8mg,5.2µg,2.1g,5.4g,"Ingrédient28 (31.6%), Ingrédient45 (44.8%), Ingrédient29 (45.7%), Ingrédient25 (9.3%), Ingrédient46 (48.5%), Ingrédient32 (36.1%), Ingrédient15 (4.2%), Ingrédient49 (15.5%), Ingrédient39 (46.9%), Ingrédient46 (7.1%), Ingrédient12 (16.0%), Ingrédient39 (29.9%), Ingrédient33 (6.3%)",E500,"Œufs, Œufs, Céleri","Végan, Bio",France,Pays-Bas,À conserver à l'abri de la lumière et de l'humidité,À décongeler avant consommation,18/9/2025,8365924576977,www.panzani.com,contact@panzani.com
2182,Standard Maggi tradition,Maggi,Pâtisseries,Standard,Bouteille plastique,,,407.2 kcal,,,,6.2g,6.7g,8.7mg,3.3g,34.7g,29.5g,6.9g,7.7g,,,422.5mg,5.0mg,38.9mg,1.9mg,,59.3mg,0.3µg,1.8mg,1.8mg,5.9mg,1.7mg,1.3µg,,58.4µg,1.4g,7.1g,"Ingrédient49 (38.0%), Ingrédient36 (8.0%), Ingrédient10 (9.9%), Ingrédient10 (13.1%), Ingrédient32 (13.8%), Ingrédient24 (5.8%), Ingrédient25 (31.3%), Ingrédient36 (7.5%), Ingrédient30 (12.0%), Ingrédient36 (7.2%), Ingrédient12 (12.0%)","E110, E415, E101, E300, E150",,"Label Rouge, Halal",Royaume-Uni,Allemagne,À conserver au réfrigérateur entre 0°C et 4°C,Cuire à l'eau bouillante pendant 10 minutes,6/5/2025,5759664177946,www.maggi.com,contact@maggi.com
2183,Carrefour sardine premium,Carrefour,Poissons,Sardine,Film plastique,465g,,131.6 kcal,2274.8 kJ,24.9g,,0.7g,,69.6mg,23.4g,11.8g,27.9g,0.5g,15.5g,2.0g,647.3mg,408.9mg,11.5mg,29.2mg,1.5mg,895.5µg,81.6mg,1.8µg,1.2mg,0.6mg,15.2mg,,2.4µg,6.6mg,23.7µg,1.7g,,"Ingrédient41 (41.8%), Ingrédient47 (19.5%), Ingrédient43 (11.3%), Ingrédient20 (37.0%), Ingrédient20 (37.9%)","E102, E415","Sésame, Lait, Fruits à coque",,Espagne,Italie,À conserver au réfrigérateur entre 0°C et 4°C,À décongeler avant consommation,10/8/2025,5755805726310,www.carrefour.com,contact@carrefour.com
2184,Pepsi standard premium,Pepsi,Épices,Standard,Conserve,,,,2076.0 kJ,22.5g,13.6g,14.8g,,55.1mg,48.3g,8.7g,29.5g,,0.5g,3.9g,,152.8mg,,30.9mg,3.7mg,360.8µg,41.8mg,6.9µg,0.0mg,1.4mg,19.7mg,1.4mg,4.5µg,9.6mg,49.0µg,1.3g,5.4g,"Ingrédient16 (28.8%), Ingrédient1 (37.4%), Ingrédient29 (42.1%), Ingrédient18 (25.8%), Ingrédient36 (5.2%)","E500, E100, E330, E200, E160",Arachide,Végan,Grèce,Pays-Bas,À conserver à l'abri de la lumière et de l'humidité,Prêt à consommer,14/9/2025,6422718894974,www.pepsi.com,contact@pepsi.com
2185,Président standard premium,Président,Riz,Standard,Pot en verre,,,,1827.3 kJ,32.6g,0.8g,11.7g,,17.1mg,69.6g,,21.2g,7.3g,23.2g,2.0g,337.4mg,431.3mg,11.5mg,96.2mg,3.8mg,497.8µg,15.2mg,,2.0mg,1.0mg,9.6mg,2.0mg,3.7µg,6.1mg,,2.7g,,"Ingrédient8 (37.4%), Ingrédient10 (46.9%), Ingrédient29 (30.5%)","E110, E440, E101",Crustacés,AB,Grèce,Portugal,À conserver au congélateur à -18°C,Prêt à consommer,21/8/2025,6080702157151,www.président.com,contact@président.com
2186,Soupe Cristaline tradition,Cristaline,Conserves,Soupe,Boîte métallique,1187g,,114.6 kcal,400.5 kJ,18.1g,10.0g,8.1g,6.8g,9.7mg,13.6g,28.0g,,14.0g,13.3g,4.0g,470.6mg,340.1mg,7.2mg,32.8mg,2.8mg,,66.7mg,,0.1mg,,17.6mg,0.3mg,1.5µg,14.6mg,,,7.6g,"Ingrédient27 (12.4%), Ingrédient14 (1.3%), Ingrédient43 (8.5%), Ingrédient47 (33.2%), Ingrédient5 (16.2%), Ingrédient19 (38.0%), Ingrédient4 (16.5%), Ingrédient31 (43.7%), Ingrédient5 (35.1%), Ingrédient7 (46.2%), Ingrédient47 (22.5%), Ingrédient26 (23.1%), Ingrédient33 (16.5%), Ingrédient40 (29.7%), Ingrédient33 (21.9%)",E415,"Œufs, Sésame",Halal,Portugal,Portugal,À conserver à température ambiante,Prêt à consommer,12/3/2025,8927786053522,www.cristaline.com,contact@cristaline.com
2187,Danone - Standard spécial,Danone,Confiseries,Standard,Barquette,1055g,,353.0 kcal,2184.6 kJ,,5.8g,2.3g,9.6g,75.4mg,4.8g,7.4g,,,7.2g,2.8g,732.7mg,100.2mg,2.7mg,80.4mg,1.3mg,,47.9mg,14.3µg,1.8mg,0.0mg,1.6mg,,,13.0mg,56.8µg,1.9g,9.9g,"Ingrédient39 (15.6%), Ingrédient17 (20.3%), Ingrédient18 (16.6%), Ingrédient46 (19.6%), Ingrédient43 (44.1%), Ingrédient20 (15.8%), Ingrédient15 (28.8%), Ingrédient32 (24.7%), Ingrédient20 (34.2%), Ingrédient40 (3.6%), Ingrédient44 (15.0%), Ingrédient4 (23.2%), Ingrédient49 (39.6%), Ingrédient41 (7.8%), Ingrédient1 (12.6%)","E202, E211, E471","Fruits à coque, Lupin",Commerce équitable,Allemagne,Allemagne,À conserver à l'abri de la lumière et de l'humidité,À cuire 10 minutes à la poêle,7/10/2025,9734056683887,www.danone.com,contact@danone.com
2188,Kellogg's - Thon spécial,Kellogg's,Poissons,Thon,Boîte carton,1219g,,520.9 kcal,2393.7 kJ,,9.9g,,5.3g,74.7mg,,37.0g,3.9g,6.8g,,,,104.0mg,14.4mg,55.1mg,3.6mg,108.0µg,25.2mg,,,,13.9mg,1.6mg,1.3µg,2.7mg,52.7µg,,4.3g,"Ingrédient33 (49.1%), Ingrédient39 (40.5%), Ingrédient23 (18.9%), Ingrédient27 (42.8%), Ingrédient47 (29.6%), Ingrédient48 (37.0%), Ingrédient34 (41.8%), Ingrédient29 (26.1%), Ingrédient39 (10.9%), Ingrédient23 (45.1%), Ingrédient30 (21.3%)",,"Crustacés, Soja",Bio,Suisse,Suisse,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,18/3/2025,2472061531065,www.kellogg's.com,contact@kellogg's.com
2189,Coca-Cola noix premium,Coca-Cola,Snacks,Noix,Barquette sous vide,,,375.7 kcal,,0.4g,9.8g,12.7g,6.8g,7.6mg,57.7g,25.7g,,8.5g,2.0g,0.1g,820.9mg,481.3mg,7.4mg,41.1mg,2.8mg,484.7µg,72.0mg,,1.4mg,1.4mg,17.9mg,0.5mg,1.9µg,11.1mg,,0.8g,2.7g,"Ingrédient5 (17.0%), Ingrédient10 (26.5%), Ingrédient48 (39.9%), Ingrédient11 (21.3%), Ingrédient33 (19.8%), Ingrédient45 (33.4%), Ingrédient22 (32.1%), Ingrédient50 (13.6%), Ingrédient7 (42.8%), Ingrédient20 (39.4%), Ingrédient27 (42.9%)","E200, E500, E100, E306","Moutarde, Lait",Sans gluten,Suisse,France,À conserver au réfrigérateur entre 0°C et 4°C,Cuire à l'eau bouillante pendant 10 minutes,21/4/2025,6440314692117,www.coca-cola.com,contact@coca-cola.com
2190,Le sardine Carrefour,Carrefour,Poissons,Sardine,Bouteille verre,,,457.3 kcal,1281.9 kJ,26.4g,,,1.2g,93.7mg,,,,6.8g,14.8g,0.6g,71.6mg,406.2mg,4.2mg,84.1mg,0.7mg,,61.1mg,7.4µg,0.4mg,0.2mg,1.1mg,1.2mg,1.2µg,0.0mg,1.8µg,1.3g,,"Ingrédient49 (2.7%), Ingrédient27 (3.5%), Ingrédient43 (40.9%), Ingrédient26 (45.0%), Ingrédient36 (27.2%), Ingrédient1 (17.8%), Ingrédient46 (4.3%), Ingrédient13 (40.2%)","E440, E500, E471, E202",,,Grèce,Portugal,À conserver au congélateur à -18°C,Prêt à consommer,2/1/2025,8163133276508,www.carrefour.com,contact@carrefour.com
2191,Carrefour standard premium,Carrefour,Sauces,Standard,Boîte métallique,103g,,89.2 kcal,284.1 kJ,39.8g,16.5g,0.0g,4.2g,,41.3g,23.2g,,3.8g,9.7g,0.1g,697.9mg,468.5mg,1.6mg,,4.2mg,479.2µg,67.2mg,0.9µg,1.8mg,1.2mg,7.2mg,0.2mg,,6.5mg,16.0µg,0.8g,,"Ingrédient38 (24.4%), Ingrédient24 (2.2%), Ingrédient36 (18.6%), Ingrédient42 (38.9%), Ingrédient17 (25.0%), Ingrédient15 (41.9%), Ingrédient24 (10.5%), Ingrédient3 (36.0%)","E440, E110","Lait, Œufs, Poisson","AB, Sans gluten",France,Pays-Bas,À conserver à température ambiante,À cuire 10 minutes à la poêle,28/5/2025,4731069650093,www.carrefour.com,contact@carrefour.com
2192,Le standard Heinz,Heinz,Charcuterie,Standard,Boîte carton,,,584.2 kcal,,29.5g,16.1g,4.1g,8.2g,46.2mg,51.2g,17.7g,24.1g,11.7g,26.1g,1.4g,948.2mg,336.4mg,7.3mg,23.0mg,,749.7µg,50.2mg,12.3µg,0.7mg,0.7mg,11.1mg,0.7mg,,1.1mg,5.7µg,0.6g,4.9g,"Ingrédient33 (21.0%), Ingrédient19 (11.0%), Ingrédient4 (38.4%), Ingrédient45 (7.9%), Ingrédient45 (46.1%), Ingrédient13 (49.7%), Ingrédient44 (3.8%), Ingrédient5 (16.6%), Ingrédient5 (11.4%)","E202, E120","Arachide, Sésame, Lait",Commerce équitable,Belgique,Belgique,À conserver au réfrigérateur entre 0°C et 4°C,Prêt à consommer,17/11/2025,7860271756160,www.heinz.com,contact@heinz.com
2193,Auchan standard premium,Auchan,Sauces,Standard,Barquette,,1.8L,158.9 kcal,733.1 kJ,32.9g,8.7g,4.3g,1.1g,70.6mg,22.3g,,7.2g,2.5g,3.9g,2.4g,200.5mg,208.2mg,5.3mg,52.4mg,,88.6µg,96.4mg,0.4µg,1.7mg,1.7mg,8.6mg,0.9mg,,6.0mg,49.6µg,2.6g,3.4g,"Ingrédient30 (26.8%), Ingrédient15 (40.3%), Ingrédient2 (5.8%), Ingrédient12 (27.9%)","E440, E200, E160, E330, E110",Soja,Kasher,Italie,Portugal,À conserver à l'abri de la lumière et de l'humidité,À cuire 10 minutes à la poêle,2/5/2025,4781503067454,www.auchan.com,contact@auchan.com
2194,Lidl standard premium,Lidl,Riz,Standard,Barquette sous vide,1040g,,571.6 kcal,1789.3 kJ,9.7g,3.9g,6.9g,,36.9mg,30.6g,35.7g,0.8g,,2.0g,1.7g,84.0mg,87.3mg,11.3mg,38.0mg,2.2mg,393.1µg,59.1mg,0.7µg,,1.5mg,12.6mg,1.9mg,4.6µg,,68.8µg,2.3g,5.7g,"Ingrédient44 (21.1%), Ingrédient48 (37.5%), Ingrédient7 (30.1%), Ingrédient50 (25.3%), Ingrédient32 (35.6%), Ingrédient21 (47.3%), Ingrédient11 (48.2%), Ingrédient28 (1.7%), Ingrédient7 (38.1%), Ingrédient3 (10.4%), Ingrédient21 (17.0%), Ingrédient26 (40.2%)","E415, E300","Crustacés, Œufs",,Italie,Belgique,À conserver dans un endroit frais et sec,À cuire 10 minutes à la poêle,7/9/2025,2745443671823,www.lidl.com,contact@lidl.com
2195,Barilla - Standard spécial,Barilla,Charcuterie,Standard,Conserve,,,69.8 kcal,674.7 kJ,10.9g,,13.1g,9.9g,96.9mg,72.0g,14.2g,20.8g,,,5.0g,,413.8mg,14.7mg,78.5mg,,170.1µg,71.3mg,,,0.7mg,,0.7mg,4.4µg,14.5mg,9.3µg,0.6g,7.7g,"Ingrédient18 (26.5%), Ingrédient23 (10.3%), Ingrédient34 (16.4%), Ingrédient31 (45.5%), Ingrédient16 (24.3%), Ingrédient1 (19.0%)","E471, E110, E104, E110, E440",,,Suisse,Allemagne,À conserver à l'abri de la lumière et de l'humidité,À diluer dans de l'eau,15/7/2025,8192873096449,www.barilla.com,contact@barilla.com
2196,Carrefour chips,Carrefour,Snacks,Chips,Boîte carton,876g,,311.2 kcal,1421.6 kJ,,,,6.3g,70.5mg,0.5g,21.1g,,2.0g,25.9g,4.1g,943.5mg,103.7mg,,1.5mg,,19.2µg,90.2mg,10.8µg,1.1mg,0.9mg,2.5mg,1.7mg,3.9µg,8.4mg,49.3µg,1.9g,8.5g,"Ingrédient48 (36.4%), Ingrédient34 (37.0%), Ingrédient30 (27.1%), Ingrédient3 (42.1%), Ingrédient44 (5.2%)","E200, E150","Céleri, Arachide",IGP,Allemagne,Espagne,À conserver au congélateur à -18°C,À réchauffer 3 minutes au micro-ondes,11/4/2025,3271361000689,www.carrefour.com,contact@carrefour.com
2197,Standard Coca-Cola tradition,Coca-Cola,Pâtisseries,Standard,Pot en verre,,,250.3 kcal,2190.0 kJ,30.8g,8.4g,9.3g,6.8g,23.1mg,45.7g,,24.6g,4.1g,9.9g,4.9g,301.0mg,111.1mg,12.3mg,,2.4mg,488.3µg,34.5mg,11.1µg,0.1mg,1.5mg,11.4mg,0.8mg,1.8µg,10.1mg,,2.1g,4.8g,"Ingrédient31 (24.5%), Ingrédient21 (4.7%), Ingrédient24 (24.7%), Ingrédient48 (26.9%), Ingrédient43 (8.9%), Ingrédient27 (5.5%)","E100, E471, E200, E104, E200",Arachide,"IGP, Commerce équitable",Allemagne,France,À conserver au réfrigérateur entre 0°C et 4°C,Prêt à consommer,6/1/2025,5645041945089,www.coca-cola.com,contact@coca-cola.com
2198,Porc Danone tradition,Danone,Viandes,Porc,Bouteille verre,318g,,,,4.1g,16.6g,12.8g,6.6g,99.6mg,79.4g,5.2g,10.8g,10.7g,5.5g,2.4g,,,,38.1mg,1.3mg,116.8µg,5.8mg,3.6µg,1.0mg,1.6mg,,0.9mg,0.1µg,7.6mg,48.1µg,0.7g,,"Ingrédient45 (15.4%), Ingrédient15 (6.6%), Ingrédient44 (21.8%), Ingrédient1 (1.3%), Ingrédient50 (40.0%)","E330, E440",Arachide,,Italie,Royaume-Uni,À conserver au congélateur à -18°C,À décongeler avant consommation,1/10/2025,3045887921861,www.danone.com,contact@danone.com
2199,Evian standard premium,Evian,Soupes,Standard,Pot en verre,719g,,,1102.6 kJ,25.2g,9.5g,4.9g,7.1g,39.0mg,14.6g,21.6g,15.2g,9.9g,1.9g,4.8g,,334.8mg,0.6mg,,4.1mg,85.8µg,69.3mg,,,1.3mg,10.4mg,,4.3µg,12.1mg,13.0µg,2.7g,,"Ingrédient48 (2.5%), Ingrédient16 (36.9%), Ingrédient24 (40.5%), Ingrédient8 (23.4%), Ingrédient37 (44.6%), Ingrédient49 (5.4%), Ingrédient28 (49.7%), Ingrédient20 (18.3%), Ingrédient39 (28.3%), Ingrédient23 (28.0%), Ingrédient6 (9.0%), Ingrédient25 (9.6%)","E101, E200","Fruits à coque, Lupin","IGP, Halal",France,Royaume-Uni,À conserver au réfrigérateur entre 0°C et 4°C,À réchauffer 3 minutes au micro-ondes,15/4/2025,5535618730763,www.evian.com,contact@evian.com
2200,Heinz standard premium,Heinz,Sauces,Standard,Boîte métallique,,,199.1 kcal,,29.1g,8.7g,,1.9g,,,,,3.1g,,0.3g,765.4mg,97.5mg,9.2mg,75.8mg,5.0mg,587.0µg,31.5mg,14.1µg,1.4mg,0.6mg,6.7mg,0.7mg,4.4µg,3.7mg,16.6µg,1.7g,9.0g,"Ingrédient20 (5.5%), Ingrédient8 (30.8%), Ingrédient24 (35.0%), Ingrédient42 (17.4%), Ingrédient13 (47.7%)","E104, E415, E500, E104, E102","Lupin, Lupin",Végan,Italie,Pays-Bas,À conserver au congélateur à -18°C,À réchauffer 3 minutes au micro-ondes,23/11/2025,6925792503511,www.heinz.com,contact@heinz.com
2201,Le avoine Nestlé,Nestlé,Céréales,Avoine,Barquette sous vide,1397g,,268.1 kcal,2185.0 kJ,,19.1g,8.6g,6.0g,29.8mg,,22.3g,30.0g,,21.3g,3.1g,904.5mg,99.5mg,,47.0mg,2.9mg,339.2µg,85.8mg,0.8µg,1.9mg,,16.3mg,,3.3µg,12.3mg,70.9µg,2.5g,8.3g,"Ingrédient16 (5.2%), Ingrédient43 (47.5%), Ingrédient50 (35.9%)","E102, E415, E440, E150",Lupin,,Grèce,Grèce,À conserver à température ambiante,À réchauffer 3 minutes au micro-ondes,14/2/2025,7342195282101,www.nestlé.com,contact@nestlé.com
2202,Le charcuterie Coca-Cola,Coca-Cola,Viandes,Charcuterie,Bouteille verre,1377g,,494.1 kcal,,8.9g,3.5g,5.1g,4.0g,43.5mg,21.5g,,27.4g,7.2g,21.9g,2.4g,215.5mg,216.7mg,6.8mg,58.9mg,4.7mg,629.1µg,78.0mg,13.1µg,0.8mg,,18.4mg,0.8mg,0.7µg,9.9mg,42.8µg,2.0g,,"Ingrédient9 (21.1%), Ingrédient37 (31.5%), Ingrédient13 (39.2%), Ingrédient40 (44.7%), Ingrédient43 (46.4%), Ingrédient7 (19.9%), Ingrédient50 (18.4%)","E102, E471, E120, E160",Sésame,"AOP, AOP",Grèce,Espagne,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 20 minutes au four à 180°C,30/11/2025,7456897929334,www.coca-cola.com,contact@coca-cola.com
2203,Fleury Michon - Porc spécial,Fleury Michon,Viandes,Porc,Sachet plastique,,2.4L,464.4 kcal,1730.7 kJ,11.3g,16.6g,7.2g,6.1g,,,30.8g,18.6g,4.6g,6.9g,1.6g,942.9mg,225.9mg,8.5mg,45.7mg,0.5mg,,66.3mg,11.2µg,1.9mg,1.8mg,5.0mg,0.7mg,0.1µg,6.8mg,,0.9g,0.4g,"Ingrédient48 (21.6%), Ingrédient32 (21.4%), Ingrédient23 (30.0%), Ingrédient20 (15.1%), Ingrédient27 (7.0%)","E104, E150, E300, E500",Sésame,"Halal, Végan",Grèce,France,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,23/7/2025,8858862342381,www.fleurymichon.com,contact@fleurymichon.com
2204,Evian - Viandes spécial,Evian,Surgelés,Viandes,Conserve,,,327.1 kcal,715.8 kJ,14.5g,6.2g,6.6g,4.0g,84.4mg,17.4g,13.9g,13.8g,14.4g,,2.5g,782.0mg,290.0mg,,29.3mg,4.0mg,,22.8mg,,1.4mg,,15.1mg,,3.3µg,9.0mg,,2.1g,8.8g,"Ingrédient40 (22.5%), Ingrédient45 (30.0%), Ingrédient11 (28.7%), Ingrédient42 (15.0%), Ingrédient19 (28.5%), Ingrédient11 (38.3%), Ingrédient48 (10.8%), Ingrédient50 (13.3%), Ingrédient23 (45.9%), Ingrédient21 (33.3%), Ingrédient11 (14.7%), Ingrédient24 (18.1%)",E306,Sésame,AOP,Portugal,Royaume-Uni,À conserver au réfrigérateur entre 0°C et 4°C,Prêt à consommer,22/1/2025,5510021252752,www.evian.com,contact@evian.com
2205,Le standard Panzani,Panzani,Fromages,Standard,Sachet plastique,,5.2L,209.8 kcal,1694.6 kJ,33.4g,,3.8g,6.4g,42.8mg,20.0g,0.9g,22.8g,2.5g,,4.7g,481.8mg,68.5mg,9.5mg,37.5mg,0.1mg,249.2µg,54.4mg,13.3µg,0.8mg,0.4mg,13.6mg,0.5mg,,3.4mg,76.7µg,,0.4g,"Ingrédient6 (39.4%), Ingrédient12 (16.7%), Ingrédient36 (14.0%), Ingrédient13 (11.9%), Ingrédient25 (4.3%)",E211,"Soja, Lupin",Commerce équitable,Pays-Bas,Grèce,À conserver au réfrigérateur entre 0°C et 4°C,À cuire 10 minutes à la poêle,28/4/2025,9750010501940,www.panzani.com,contact@panzani.com
2206,Président - Standard spécial,Président,Huiles,Standard,Conserve,65g,,369.2 kcal,632.1 kJ,,10.8g,13.8g,0.4g,8.4mg,43.4g,18.8g,3.3g,6.5g,16.7g,1.7g,499.0mg,443.6mg,3.6mg,55.1mg,1.3mg,99.3µg,86.4mg,14.6µg,0.4mg,1.5mg,0.5mg,0.4mg,,2.2mg,,,4.3g,"Ingrédient40 (28.4%), Ingrédient14 (49.7%), Ingrédient15 (12.8%), Ingrédient47 (29.5%), Ingrédient1 (39.2%), Ingrédient5 (35.9%), Ingrédient50 (8.1%), Ingrédient28 (22.7%), Ingrédient9 (10.2%), Ingrédient49 (24.2%), Ingrédient25 (38.6%), Ingrédient37 (28.0%), Ingrédient20 (45.0%), Ingrédient7 (15.6%), Ingrédient25 (14.5%)","E101, E160, E104, E500, E110","Gluten, Céleri",,Espagne,Italie,À conserver à l'abri de la lumière et de l'humidité,À cuire 10 minutes à la poêle,13/9/2025,7637837958422,www.président.com,contact@président.com
2207,Le soda Lidl,Lidl,Boissons,Soda,Boîte carton,291g,,232.9 kcal,2449.5 kJ,,10.0g,5.5g,,52.7mg,1.7g,12.1g,15.5g,,25.9g,2.0g,900.0mg,202.0mg,11.0mg,52.0mg,0.2mg,537.8µg,,,,1.4mg,4.6mg,,1.8µg,6.3mg,34.8µg,2.2g,5.2g,"Ingrédient43 (43.6%), Ingrédient35 (34.0%), Ingrédient21 (17.1%), Ingrédient7 (40.9%)","E440, E150, E440",,"Commerce équitable, Halal",Suisse,Espagne,À conserver dans un endroit frais et sec,À réchauffer 3 minutes au micro-ondes,12/12/2025,5438009267648,www.lidl.com,contact@lidl.com
2208,Maggi standard,Maggi,Riz,Standard,Bouteille verre,130g,,340.6 kcal,,22.1g,5.9g,1.2g,1.3g,28.9mg,43.6g,28.0g,7.3g,9.5g,8.4g,,9.6mg,47.9mg,4.9mg,13.0mg,0.8mg,597.5µg,13.5mg,12.7µg,,1.8mg,0.6mg,,,4.6mg,26.8µg,1.6g,6.3g,"Ingrédient9 (34.8%), Ingrédient10 (38.1%), Ingrédient11 (31.6%), Ingrédient3 (31.0%), Ingrédient41 (15.8%), Ingrédient49 (37.4%), Ingrédient29 (36.2%), Ingrédient38 (10.9%)","E440, E500, E200, E300","Sésame, Fruits à coque","Sans gluten, Label Rouge",France,France,À conserver à température ambiante,À cuire 20 minutes au four à 180°C,25/1/2025,2289259560152,www.maggi.com,contact@maggi.com
2209,Carrefour - Eau spécial,Carrefour,Boissons,Eau,Film plastique,,2.3L,,1839.3 kJ,0.7g,18.5g,2.8g,0.6g,77.4mg,79.4g,,25.0g,2.9g,,,421.2mg,,,,0.2mg,690.8µg,96.4mg,9.9µg,,0.3mg,8.5mg,0.2mg,4.7µg,3.0mg,45.9µg,0.5g,8.6g,"Ingrédient1 (43.5%), Ingrédient26 (6.9%), Ingrédient30 (5.9%), Ingrédient8 (43.6%)","E211, E150",Œufs,"IGP, IGP",Belgique,Portugal,À conserver dans un endroit frais et sec,À cuire 20 minutes au four à 180°C,21/6/2025,5817781569482,www.carrefour.com,contact@carrefour.com
2210,Bonne Maman standard,Bonne Maman,Sauces,Standard,Bouteille verre,,,456.1 kcal,797.4 kJ,,9.3g,13.7g,2.4g,18.4mg,,4.1g,14.1g,12.2g,,2.4g,836.2mg,,9.7mg,87.2mg,4.8mg,753.8µg,85.7mg,1.3µg,1.2mg,0.6mg,9.6mg,1.2mg,2.6µg,0.2mg,,1.1g,8.6g,"Ingrédient47 (22.0%), Ingrédient31 (10.2%), Ingrédient35 (36.7%), Ingrédient8 (7.5%), Ingrédient11 (38.3%), Ingrédient25 (24.9%), Ingrédient26 (21.6%), Ingrédient20 (33.4%), Ingrédient7 (10.3%), Ingrédient35 (11.8%), Ingrédient18 (29.6%), Ingrédient35 (5.0%)","E102, E200, E471, E471",,,Belgique,Italie,À conserver dans un endroit frais et sec,À cuire 10 minutes à la poêle,26/1/2025,9709538421184,www.bonnemaman.com,contact@bonnemaman.com
2211,Le standard Carrefour,Carrefour,Épices,Standard,Bouteille verre,505g,,583.4 kcal,1278.4 kJ,33.0g,10.6g,,2.4g,86.5mg,,28.0g,10.7g,,20.7g,0.7g,758.7mg,376.9mg,13.8mg,97.6mg,1.8mg,974.7µg,25.4mg,13.4µg,1.3mg,0.5mg,12.0mg,0.8mg,3.9µg,8.6mg,28.3µg,1.5g,6.9g,"Ingrédient20 (3.1%), Ingrédient1 (12.8%), Ingrédient26 (48.8%), Ingrédient43 (45.5%), Ingrédient26 (31.8%), Ingrédient15 (14.4%), Ingrédient8 (35.1%)","E440, E200, E415, E306","Moutarde, Œufs, Soja",,Royaume-Uni,Pays-Bas,À conserver au réfrigérateur entre 0°C et 4°C,Prêt à consommer,14/12/2025,7298802703732,www.carrefour.com,contact@carrefour.com
